,  Job No.,Date Received Cust. PO,Customer,EOG & STSB PO,Customer PO,Items,Selling Price Currency,Selling Price,Customer Terms,Inspection Report    No.,Sales Order Ack.,Customer Expected Date,Goods Ready Date,Inv. Date,Exact Inv.,Exact DO.,EOG & STSB DO.,Service Report,Sales Person,Exact PO Date,PO Faxed Out Date,Exact PO No.,Principal / Suppliers,Code,Currency, Buying Price ,Principal / Supplier Terms,Principal / Supplier Order Ack.,Schedule Ship Date,Principal / Supplier Actual Ship Date,Principal / Supplier Invoice No.,Payment to Principal / Supplier Date,AWB No.,Goods Received Date,Duty & Tax RM,Freight Cost RM,Remarks,Total Job,Delivery Schedule Not Met,Purchasing Objective 1,Principal / Supplier Delivery Objectives,Purchasing Objectives Overdue Days,Project ,Date of Approval Drawing,Purchasing Objective 2,Malaysia Holidays,Description
P,0565/16,16-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-A-R1,Prochem Pipeline Products (S) Pte Ltd ,MISC,SGD," 2,932.00 ",COD,-,,,S17675,,,,,,,0,0,0,0,4,0,0,0 ,,
P,0565/16,16-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-B-R1,Pacific Rim Technical Instrumentation & Systems ,MISC,SGD, 175.50 ,COD,,,,16-4684,,,,,,,0,0,0,0,4,0,0,0 ,,
P,0565/16,16-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-D,KL Automation Engineering Sdn Bhd ,MISC,RM," 2,433.56 ",COD,-,25-May-16,25-May-16,1605049,,-,25-May-16,-,-,,0,0,0,0,4,0,0,0 ,,
P,0565/16,16-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-E,Vaf (M) Sdn Bhd ,MISC,RM, 911.81 ,30 Days,-,6-Jun-16,6-Jun-16,846680,,-,6-Jun-16,-,-,,0,0,0,0,4,0,0,0 ,,
P,0565/16,16-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-F,Wika Instrumentation (M) Sdn Bhd ,MISC,RM," 2,766.60 ",COD,,,,50028754,,,,,,,0,0,0,0,4,0,0,0 ,,
T,0566/16,17-May-16,Misc Berhad (SS Seri Ayu),-,AYU160104,BW GasAlertMax XT II ,RM ," 6,600.00 ",30 Days,IR0566/16,SO0566/16,18-May-16,18-May-16,18-May-16,11130,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30357,0,0,0 ,,
L,0567/16,17-May-16,Jaya Cermerlang Trading ,-,Verbal ,Calibration charges for GasAlertMax XT II,RM, 300.00 ,COD,IR0567/16,SO0567/16,18-May-16,18-May-16,18-May-16,11127,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30357,0,0,0 ,,
L,0568/16,17-May-16,Tepat Teknik Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMax XT II,RM, 300.00 ,COD,IR0568/16,SO0568/16,17-May-16,17-May-16,17-May-16,11110,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30357,0,0,0 ,,
L,0569/16,17-May-16,American Bureau of Shipping ,-,ABS002,Calibration charge for GasAlertMicroClip XT ,RM," 1,080.00 ",30 Days,IR0569/16,SO0569/16,18-May-16,18-May-16,18-May-16,11129,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30357,0,0,0 ,,
T,0570/16,17-May-16,Gusteam Corporation Sdn Bhd ,-,Verbal ,Replacement Oxygen (O2) Sensor,RM, 900.00 ,COD,IR0570/16,SO0570/16,27-May-16,27-May-16,27-May-16,11163,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30357,0,0,0 ,,
T,0571/16,18-May-16,Prescott Engineering & Services Sdn Bhd ,-,1605-01,"BW GasAlertMax XT II, Carrying Casefor GasAlertMax XT II c/w 1.8m probe, Concussion Proof Boot, Carrying Holster and IR Connectivity Kit with Fleet Manager II Software ",RM," 5,545.00 ",COD,IR0571/16,SO0571/16,19-May-16,19-May-16,19-May-16,11136,11136,,,rahimah,30-May-2016,30-May-2016,3658,BW ,BW,USD, 112.50 ,30 Days,,,,,,,,,,"Inv#11136 Dtd: 19/5/2016 (Partial-RM3,300.00)",1,0,1,0,8,0,0,0 ,,
L,0572/16,18-May-16,Ancor Sdn Bhd ,-,PO-170516-Exact ,Calibration charges for GasAlertMicro 5 PID,RM, 250.00 ,COD,IR0572/16,SO0572/16,18-May-16,18-May-16,18-May-16,11131,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30358,0,0,0 ,,
T,0573/16,18-May-16,N.U.R. Generation Sdn Bhd ,-,G 10094(1),Rental of BW GasAlertMax XT II ,RM ," 5,760.00 ",COD,IR0573/16,SO0573/16,24-May-16,24-May-16,24-May-16,11148,11148,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30358,0,0,0 ,,
T,0574/16,18-May-16,Alam Sekitar Malaysia Sdn Bhd ,-,017329,Kit Maintenance 0523 Pump,RM," 7,981.00 ",30 Days,IR0574/16,SO0574/16,,,,,,,,omar,24-May-2016,24-May-2016,3651,Enviromental Supply Co. Inc,MISC,USD, 717.90 ,Bank TT,33573,10-Jun-16,10-Jun-16,33573,,FEDEX#7764 9181 8805,10-Jun-16,215.02,,,1,0,0,0,4,0,0,0 ,,
L,0575/16,18-May-16,Semi Hermatics Engineering Sdn Bhd ,-,Verbal ,"Quad Gas Cylinder, Calibration Gas Regulator (0.5 LPM) ",RM," 1,700.00 ",COD,IR0575/16,SO0575/16,19-May-16,19-May-16,19-May-16,11133,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30358,0,0,0 ,,
T,0576/16,18-May-16,Ranhill E & C Sdn Bhd ,-,KTH/033,BW GasAlertMicro Clip XL ,RM," 2,470.00 ",COD,IR0576/16,SO0576/16,19-May-16,19-May-16,19-May-16,11134,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30358,0,0,0 ,,
P,0577/16,18-May-16,Mukah Power Generation Sdn Bhd ,-,MPG(M)5/100/Isj/522,"Supply, install and commissioning of 2 units of Gas Analyzer, Particulate Monitor, Oxygen Analyzer ",RM," 941,400.00 ",45 Days,IR0577/16,SO0577/16,,,,,,,,kevin,18-May-2016,18-May-2016,3646,Twin-Tek Singapore Pte Ltd ,Procal ,GBP," 52,892.10 ",30 Days,,,,,,,,,,,1,0,0,0,1,1,0,0 ,,
P,0577/16,18-May-16,Mukah Power Generation Sdn Bhd ,-,,,,,,,,,,,,,,,kevin,31-May-2016,31-May-2016,3646-A,PCME Ltd,PCME,GBP," 11,250.00 ",30 Days,,,,,,,,,,,0,0,0,0,9,0,0,0 ,,
P,0577/16,18-May-16,Mukah Power Generation Sdn Bhd ,-,,,,,,,,,,,,,,,kevin,7-Jun-2016,7-Jun-2016,3646-B,NI Southest Asia Sdn Bhd ,MISC,RM ," 1,679.04 ",30 Days,,,,,,,,,,,0,0,0,0,13,0,0,0 ,,
T,0578/16,18-May-16,Low Brother's Smart Team Sdn Bhd ,-,LB0000548,"BW GasAlertMax XT II, Collapsible Sample Probe with handle",RM ," 4,275.00 ",COD,IR0578/16,SO0578/16,24-May-16,24-May-16,24-May-16,11147,,,,rahimah,,,,,,,,,,,,,,,,,,"Inv#11147 Dtd: 24/5/2016 (Partial-RM3,610.00)",1,0,0,0,-30358,0,0,0 ,,
T,0578/16,18-May-16,Low Brother's Smart Team Sdn Bhd ,,,,,,,,,2-Jun-16,2-Jun-16,2-Jun-16,11192,,,,rahimah,,,,,,,,,,,,,,,,,,Inv#11192 Dtd: 2/6/2016 (Complete-RM665.00),0,0,0,0,-30358,0,0,0 ,,
T,0579/16,19-May-16,Petron Malaysia Refining & Marketing Ltd ,-,4510097530,"General Monitors - Sensor, BW- Sensor",RM," 10,905.60 ",30 Days,IR0579/16,SO0579/16,1-Jun-16,1-Jun-16,1-Jun-16,11183,,,,firdaus,19-May-2016,19-May-2016,3647,General Monitors,GM,USD," 1,763.75 ",30 Days,400557712,1-Jun-16,26-May-16,,,FEDEX#6590 9556 5937,30-May-16,468.78,,,1,0,0,0,1,0,0,0 ,,
T,0580/16,19-May-16,Deleum Oilfield Services Sdn Bhd ,-,60002080,BW Clip H2S,RM," 6,750.00 ",COD,IR0580/16,SO0580/16 ,19-May-16,19-May-16,19-May-16,11140,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30359,0,0,0 ,,
P,0581/16,19-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),PO 034/16,OGPC/LPO/1166,Michell - Replacement Accessories for WCT 310,RM," 78,494.79 ",30 Days,IR0581/16,SO0581/16,,,,,,,,syairah,19-May-2016,19-May-2016,3648,Michell Instruments Ltd ,MICH ,GBP," 1,002.00 ",30 Days,BP55653,7-Jun-16,,,,FEDEX#7765 0125 9398,,,,,1,0,0,0,1,1,0,0 ,,
P,0581/16,19-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-A-R1,Prochem Pipeline Products (S) Pte Ltd ,MISC,SGD," 1,466.00 ",COD,-,,,S17675,,,,,,,0,0,0,0,1,0,0,0 ,,
P,0581/16,19-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-B-R1,Pacific Rim Technical Instrumentation & Systems ,MISC,SGD, 485.50 ,30 Days,,,,16-4684,,,,,,,0,0,0,0,1,0,0,0 ,,
P,0581/16,19-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-C,Inland Industrial Instruments (M) Sdn Bhd ,MISC,RM," 5,454.76 ",COD,-,,,IH606022,,,,,,,0,0,0,0,1,0,0,0 ,,
P,0581/16,19-May-16,Exact Oil & Gas Sdn Bhd (OGPC Sdn Bhd),,,,,,,,,,,,,,,,syairah,19-May-2016,19-May-2016,3648-D,KL Automation Engineering Sdn Bhd ,MISC,RM," 1,216.76 ",COD,-,25-May-16,25-May-16,1605049,,-,25-May-16,-,-,,0,0,0,0,1,0,0,0 ,,
T,0582/16,19-May-16,Futech Metal Works Sdn Bhd ,-,5194/16,BW GasAlertMax XT II ,RM," 3,500.00 ",COD,IR0582/16,SO0582/16,24-May-16,24-May-16,24-May-16,11146,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30359,0,0,0 ,,
L,0583/16,19-May-16,Supreme Evershine Sdn Bhd ,-,3743,Calibration charges for BW GasAlertMax XT II ,RM, 300.00 ,COD,IR0583/16,SO0583/16,25-May-16,25-May-16,25-May-16,11150,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30359,0,0,0 ,,
L,0584/16,19-May-16,Polyscientific Enterprise Sdn Bhd ,-,PO-P1010141,Calibration charges for BW GasAlertExtreme ,RM, 382.50 ,30 Days,IR0584/16,SO0584/16,25-May-16,25-May-16,25-May-16,11154,11154,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30359,0,0,0 ,,
T,0585/16,24-May-16,Master Automation Machinery Sdn Bhd ,-,14782,Replacement Main PCB with Screws & Replacement Pump Enclosure (Yellow),RM ," 3,591.00 ",30 Days,IR0585/16,SO0585/16,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30361,0,0,0 ,,
T,0586/16,24-May-16,Yokogawa Kontrol (M) Sdn Bhd ,-,XTSP63001404,Heat Exchangers ,RM ," 14,500.00 ",COD,IR0586/16,SO0586/16 ,30-May-16,30-May-16,30-May-16,11170,,,,paul,24-May-16,24-May-16,3652,EBP Engineering Services Pte Ltd ,MISC,USD," 2,180.00 ",30 Days,-,25-May-16,25-May-16,20167102,,FEDEX#8056 3709 3520,27-May-16," 2,465.02 ",,,1,0,0,0,1,0,0,0 ,,
L,0587/16,24-May-16,Polyscientific Enterprise Sdn Bhd ,-,PO-1026830,"Calibration charges for GasAlertExtreme, Replacement CR2 Battery ",RM , 544.00 ,30 Days,IR0587/16,SO0587/16,26-May-16,26-May-16,26-May-16,11157,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30361,0,0,0 ,,
T,0588/16,24-May-16,Armada Madura EPC Limited ,,4500139474,Zelentech Spare Electronics ,USD ," 2,300.00 ",45 Days,IR0588/16,SO0588/16,,,,,,,,fazillah,24-May-2016,24-May-2016,3650,Exact Alliance Sdn Bhd,MISC,RM," 7,545.00 ",30 Days,-,7-Jun-16,7-Jun-16,EL3171,,-,7-Jun-16,-,-,,1,0,0,0,1,0,0,0 ,,
T,0589/16,24-May-16,USS Safety Supply Sdn Bhd ,-,USS03874,BW Clip H2S,RM ," 9,750.00 ",COD,IR0589/16,SO0589/16,24-May-16,24-May-16,24-May-16,11145,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30361,0,0,0 ,,
T,0590/16,24-May-16,Exact Oil & Gas Sdn Bhd (ExxonMobil) ,PO 031/16,4501216776,Sensor,RM," 5,762.10 ",30 Days,IR0590/16,SO0590/16,,,,,,,,fadhilah,24-May-2016,24-May-2016,3653,General Monitors,GM,USD, 555.90 ,30 Days,400562914,15-Jun-16,6-Jun-16,,,FEDEX#6590 9556 6110,12-Jun-16,,,,1,0,0,0,1,0,0,0 ,,
L,0591/16,24-May-16,X-Fab Sarawak Sdn Bhd ,-,EIK00014449,Calibration charges for GasAlertMax XT II ,RM, 300.00 ,COD,IR0591/16,SO0591/16,24-May-16,24-May-16,24-May-16,11144,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30361,0,0,0 ,,
L,0592/16,24-May-16,Sealink Sdn Bhd ,-,SSPO1605/116,"Calibration charges for BW GasAlertMax XT II, Hydrophopic Pump Filter, Particulate Pump Filter, O2 Sensor",RM," 1,540.00 ",30 Days,IR0592/16,SO0592/16,25-May-16,25-May-16,25-May-16,11151,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30361,0,0,0 ,,
T,0593/16,24-May-16,Flextronics Shah Alam Sdn Bhd ,-,828I47065,Michell - Easidew Online Monitor,RM," 4,000.00 ",30 Days,IR0593/16,SO0593/16,,,,,,,,syairah,24-May-2016,24-May-2016,3649,Michell Instruments Ltd ,MICH ,GBP, 288.00 ,30 Days,A55731,9-Jun-16,10-Jun-16,,,FEDEX#7764 9008 2757,10-Jun-16,111.78,,,1,0,0,1,1,0,0,0 ,,
T,0594/16,24-May-16,Unitron (B) Sdn Bhd,-,UP160058 EXAan,"BW Syringe Filter Kit, Replacement for sample probe ",RM, 600.00 ,COD,IR0594/16,SO0594/16,2-Jun-16,2-Jun-16,2-Jun-16,11191,,,,rahimah,30-May-2016,30-May-2016,3658,BW ,BW,USD, 75.00 ,30 Days,,,,,,,,,,,1,0,0,0,5,0,0,0 ,,
L,0595/16,25-May-16,Malakoff Power Bhd,-,4500131286,To carry out calibration of 4 unit of dewpoint transmitters,RM," 25,290.00 ",COD,IR0595/16,SO0595/16,,,,,,,,syairah,25-May-16,25-May-16,3655,Michell Instruments Ltd ,MICH ,GBP," 2,391.60 ",30 Days,A55773,30-Jun-16,,,,,,,,,1,0,0,0,1,0,0,0 ,,
T,0596/16,25-May-16,Exact Oil & Gas Sdn Bhd (ExxonMobil) ,PO 032/16,4501217425,"Sensor, combustible gas, GMI#10058-1",RM," 18,344.66 ",30 Days,IR0596/16,SO0596/16,,,,,,,,fadhilah,25-May-2016,25-May-2016,3654,General Monitors,GM,USD," 1,870.00 ",30 Days,400562930,15-Jun-16,6-Jun-16,,,FEDEX#6590 9556 6109,12-Jun-16,,,,1,0,0,0,1,0,0,0 ,,
L,0597/16,25-May-16,Supreme Evershine Sdn Bhd ,-,3860,Calibration charges for GasAlertAlertMax XT II ,RM, 300.00 ,COD,IR0597/16,SO0597/16,25-May-16,25-May-16,25-May-16,11153,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30362,0,0,0 ,,
T,0598/16,25-May-16,Exact Oil & Gas Sdn Bhd (EQ Petroleum Production Malaysia Ltd) ,PO 033/16,P201561,Gas Detector IR400,RM," 54,312.00 ",30 Days,IR0598/16,IR0598/16,,,,,,,,fadhilah,26-May-2016,26-May-2016,3656,General Monitors,GM,USD," 7,395.00 ",30 Days,400564121,30-Jun-16,,,,,,,,,1,0,0,0,2,0,0,0 ,,
T,0599/16,26-May-16,Negeri Sembilan Cement Industries Sdn Bhd ,-,C84328,BW GasAlertMax XT II ,RM," 3,400.00 ",30 Days,IR0599/16,SO0599/16,30-May-16,30-May-16,30-May-16,11168,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
L,0600/16,26-May-16,Gamlite Marketing (M) Sdn Bhd,-,PO000512,Calibration charges for GasAlertMicro 5 ,RM , 650.00 ,30 Days,IR0600/16,SO0600/16,7-Jun-16,7-Jun-16,7-Jun-16,11204,,,,zaid,27-May-2016,27-May-2016,3657,BW,BW,SGD, 75.00 ,30 Days,-,3-Jun-16,3-Jun-16,,,FEDEX#8088 0608 9670,6-Jun-16,-,,,1,0,0,0,2,0,0,0 ,,
T,0601/16,26-May-16,USS Safety Supply Sdn Bhd ,-,USS03883,BW Clip H2S,RM," 17,500.00 ",COD,IR0601/16,SO0601/16,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
T,0602/16,26-May-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,,4501163727,BW GasAlertMicroClip XT Docking Module ,RM," 7,640.08 ",30 Days,IR0602/16,SO0602/16,,,,,,,,rahimah,30-May-2016,30-May-2016,3658,BW,BW,USD, 825.00 ,30 Days,OC1082754,1-Jul-16,,,,,,,,,1,0,0,0,3,0,0,0 ,,
T,0603/16,26-May-16,Success Instruments Sdn Bhd ,-,2141,BW GasAlertMax XT II ,RM," 3,315.00 ",COD,IR0603/16,SO0603/16,30-May-16,30-May-16,30-May-16,11167,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
L,0604/16,26-May-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-LCOT) ,5720/2016,4512731411,"Engineer-Mob/Demob,KK, Engineer-Offshore, Personal Gas Detector-Wear&Tear, Portable Gas Detector-Wear&Tear, Bump Test/Calibration Station-Wear&Tear, Battery(Personal Gas Detector), Filter (Personal Gas Detector, Filter (Portable Gas Detector) ",RM," 9,984.48 ",30 Days,IR0604/16,SO0604/16,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
L,0605/16,26-May-16,American Bureau of Shipping ,-,ABS003,Calibration charges for GasAlertMicroClip XT,RM, 270.00 ,30 Days,IR0605/16,SO0605/16,27-May-16,27-May-16,27-May-16,11164,11164,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
L,0606/16,26-May-16,Simada Resources,-,Verbal ,Calibration charges for BW GasAlertMax XT II ,RM, 300.00 ,COD,IR0606/16,SO0606/16,26-May-16,26-May-16,26-May-16,11160,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
L,0607/16,26-May-16,TRC (Sarawak) Sdn Bhd ,-,Verbal ,Calibration chargesf or GasAlertMax XT II,RM, 300.00 ,COD,IR0607/16,SO0607/16,27-May-16,27-May-16,27-May-16,11161,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
T,0608/16,26-May-16,CVP Trading Sdn Bhd,-,CVP/PO/2016/003,Michell - Easidew Transmittal,RM," 6,402.00 ",COD,IR0608/16,SO0608/16,,,,,,,,boonking,31-May-2016,31-May-2016,3661,Michell Instruments Ltd ,MICH ,GBP, 571.80 ,30 Days,A55816,30-Jun-16,,,,,,,,,1,0,0,0,4,0,0,0 ,,
L,0609/16,26-May-16,Able Return Sdn Bhd ,-,AR 21920,Calibration charges for GasAlertExtreme HCN,RM, 300.00 ,COD,IR0609/16,SO0609/16,26-May-16,26-May-16,26-May-16,11159,11159,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30363,0,0,0 ,,
P,0610/16,27-May-16,Exact Oil & Gas Sdn Bhd (SapuraKencana HL Sdn Bhd) ,,4000022588 (C041007-LOA-IN-047-16SHA),Topside & Jacket Packet for SK310 B15 Project,RM," 269,000.00 ",30 Days,IR0610/16,SO0610/16,,,,,,,,hilaliah,8-Jun-2016,8-Jun-2016,3666-R1,Michell Instruments Ltd ,MICH ,GBP," 20,274.60 ",30 Days,,,,,,,,,,,1,0,1,0,8,1,0,0 ,,
T,0611/16,27-May-16,Misc Berhad (Bunga Azalea),-,AZL160133,Gas Cylinder,RM," 2,514.00 ",30 Days,IR0611/16,SO0611/16,1-Jun-16,1-Jun-16,1-Jun-16,11179,,,,rahimah,30-May-2016,30-May-2016,3659,Calgaz International LLC ,Calgaz ,USD, 304.00 ,30 Days,-,3-Jun-16,3-Jun-16,,,,3-Jun-16,-,-,,1,0,0,0,2,0,0,0 ,,
T,0612/16,27-May-16,Linde Gas Products Malaysia Sdn Bhd ,-,9300102367,Logic Analyzing Engineer Service ,RM, 600.00 ,60 Days ,IR0612/16,SO0612/16,,,,,,,,zaid,,,,,,,,,,,,,,,,,,This PO belong to Exact Automation.,1,0,0,0,-30364,0,0,0 ,,
L,0613/16,27-May-16,Environmental Technologies Sdn Bhd,-,Verbal ,Calibration charges for Altair 4x,RM, 600.00 ,COD,IR0613/16,SO0613/16,27-May-16,27-May-16,27-May-16,11166,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30364,0,0,0 ,,
L,0614/16,27-May-16,Time Temasek Sdn Bhd ,-,PO/EASB/16/040,Calibration charges for GasAlertMicroClip XT ,RM, 900.00 ,COD,IR0614/16,SO0614/16,30-May-16,30-May-16,30-May-16,11173,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30364,0,0,0 ,,
L,0615/16,27-May-16,Simada Resources,-,Verbal ,Calibration charges for GasAlertMicroClip XL ,RM, 300.00 ,COD,IR0615/16,SO0615/16,27-May-16,27-May-16,27-May-16,11165,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30364,0,0,0 ,,
C,0616/16,30-May-16,Kapar Energy Ventures Sdn Bhd ,-,PO740120,LTSA 148/2014 Trip no 3 2016 - To service and calibrate Unit 3 & 4 Dust Particulate Analyser and CEMS analyser ,RM ," 37,983.20 ",30 Days ,IR0616/16,SO0616/16,,,,,,,,daniel,,,,,,,,,,,,,,,,,,,1,0,0,0,-30365,0,0,0 ,,
T,0617/16,30-May-16,Dynamic Curve Sdn Bhd ,-,Verbal ,Easidew Online Monitor (Rental),RM , 350.00 ,COD,IR0617/16,SO0617/16 ,30-May-16,30-May-16,30-May-16,11172,,,,syairah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30365,0,0,0 ,,
T,0618/16,31-May-16,Misc Berhad (Bunga Akasia),-,AKA160115,LEL Sensor ,RM," 1,450.00 ",30 Days,IR0618/16,SO0618/16,7-Jun-16,7-Jun-16,7-Jun-16,11206,,,,rahimah,31-May-2016,31-May-2016,3662,Calgaz International LLC ,Calgaz ,USD, 180.00 ,30 Days,-,3-Jun-16,3-Jun-16,,,-,3-Jun-16,-,-,,1,0,0,0,1,0,0,0 ,,
L,0619/16,31-May-16,Polyscientific Enterprise Sdn Bhd ,-,PO-1026908,Calibration charges for GasAlertMax XT II,RM , 255.00 ,30 Days,IR0619/16,SO0619/16,6-Jun-16,6-Jun-16,6-Jun-16,11201,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30366,0,0,0 ,,
L,0620/16,31-May-16,Specific Resources Sdn Bhd ,-,POP00018641,Calibration charges for GasAlertExtreme NH3,RM , 600.00 ,30 Days,IR0620/16,SO0620/16 ,,,,,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30366,0,0,0 ,,
L,0621/16,31-May-16,Specific Resources Sdn Bhd ,-,POP00018640,Calibration charges for GasAlertExtreme NH3,RM , 900.00 ,30 Days,IR0621/16,SO0621/16 ,,,,,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30366,0,0,0 ,,
L,0622/16,31-May-16,Midas Choice Sdn Bhd ,-,MCSB-PO1605/0615,Calibration charges for GasAlertMax XT II ,RM, 260.00 ,COD,IR0622/16,SO0622/16,1-Jun-16,1-Jun-16,1-Jun-16,11178,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30366,0,0,0 ,,
L,0623/16,1-Jun-16,Millivest Sdn Bhd ,-,29055,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,30 Days,IR0623/16,SO0623/16 ,1-Jun-16,1-Jun-16,1-Jun-16,11182,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30367,0,0,0 ,,
L,0624/16,1-Jun-16,Able Return Sdn Bhd ,-,AR21942,Calibration charges for GasAlertExtreme HCN,RM, 300.00 ,COD,IR0624/16,SO0624/16,2-Jun-16,2-Jun-16,2-Jun-16,11187,11187,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30367,0,0,0 ,,
L,0625/16,1-Jun-16,Petron Malaysia Refining & Marketing Ltd ,-,4210177780,On Site Service and Calibration charges for GasAlertMicroClip XT ,RM," 1,200.00 ",30 Days,IR0625/16,SO0625/16,6-Jun-16,6-Jun-16,6-Jun-16,11200,,,,daniel,,,,,,,,,,,,,,,,,,,1,0,0,0,-30367,0,0,0 ,,
L,0626/16,2-Jun-16,Permula Chemicals Sdn Bhd ,-,PPC1606003,Calibration charges for GasAlert Extreme O2,RM, 150.00 ,COD,IR0626/16,SO0626/16 ,2-Jun-16,2-Jun-16,2-Jun-16,11186,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30368,0,0,0 ,,
T,0627/16,2-Jun-16,Sermax Automation Sdn Bhd ,-,PA1605-520,BW Clip CO Single Gas Detector,RM," 4,845.00 ",30 Days,IR0627/16,SO0627/16,,,,,,,,rahimah,10-Jun-2016,10-Jun-2016,3672,BW,BW,USD, 760.50 ,30 Days,,,,,,,,,,,1,0,1,0,6,0,0,0 ,,
T,0628/16,2-Jun-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited) ,,4512734562,"Personal Gas Detector-Wear & Tear, Battery ",RM, 534.00 ,30 Days,IR0628/16,SO0628/16,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30368,0,0,0 ,,
T,0629/16,2-Jun-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited) ,,4512734563,"Personal Gas Detector-Wear & Tear, Battery, Filter",RM," 2,220.00 ",30 Days,IR0629/16,SO0629/16,,,,,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30368,0,0,0 ,,
T,0630/16,2-Jun-16,Sabah Forest Industries Sdn Bhd ,-,167700582,CEMS Spare Part ,RM ," 67,899.99 ",COD,IR0630/16,SO0630/16,6-Jun-16,6-Jun-16,6-Jun-16,11198,,,,kevin,6-Jun-2016,6-Jun-2016,3664,PCME Ltd,PCME,GBP," 1,500.00 ",30 Days,,,,,,,,,,,1,0,0,0,2,0,0,0 ,,
